time,amp,Frequency,Amplitude,Phase
0.0,0.018082534703592532,20.0,50.0,0.0
0.5005005005005005,3.1415570170127993,,,
1.001001001001001,6.278685930923384,,,
1.5015015015015016,9.371055183285188,,,
2.002002002002002,12.446045840065029,,,
2.5025025025025025,15.456466568170693,,,
3.0030030030030033,18.413744981786394,,,
3.503503503503504,21.296681601256893,,,
4.004004004004004,24.10159424661665,,,
4.504504504504505,26.805287951342866,,,
5.005005005005005,29.42743473336162,,,
5.505505505505506,31.884414734649255,,,
6.0060060060060065,34.26394158843608,,,
6.506506506506507,36.46986135344059,,,
7.007007007007008,38.54303820807832,,,
7.507507507507508,40.48050372212774,,,
8.008008008008009,42.248531339528085,,,
8.508508508508509,43.840799825025464,,,
9.00900900900901,45.27692683957885,,,
9.50950950950951,46.50309642344546,,,
10.01001001001001,47.575503661630734,,,
10.510510510510512,48.45200630739882,,,
11.011011011011012,49.11747574922571,,,
11.511511511511513,49.61223363084602,,,
12.012012012012013,49.91643654580186,,,
12.512512512512513,50.00726744842182,,,
13.013013013013014,49.88461887415565,,,
13.513513513513514,49.60367159738684,,,
14.014014014014016,49.085884646288015,,,
14.514514514514516,48.410985115790766,,,
15.015015015015017,47.516601961011816,,,
15.515515515515517,46.46071194830182,,,
16.016016016016017,45.18576582030856,,,
16.516516516516518,43.75538894414273,,,
17.017017017017018,42.15091381599243,,,
17.51751751751752,40.36691559891707,,,
18.01801801801802,38.46255850813981,,,
18.51851851851852,36.374136350271996,,,
19.01901901901902,34.12741128393173,,,
19.51951951951952,31.790145031991354,,,
20.02002002002002,29.284653757514985,,,
20.520520520520524,26.673710421722138,,,
21.021021021021024,23.978945034575645,,,
21.521521521521525,21.16071798584159,,,
22.022022022022025,18.28208380845424,,,
22.522522522522525,15.339626611419382,,,
23.023023023023026,12.28617206350875,,,
23.523523523523526,9.234188894617462,,,
24.024024024024026,6.123984378618127,,,
24.524524524524526,2.9746891198221452,,,
25.025025025025027,0.1401578411897032,,,
25.525525525525527,3.306428792585371,,,
26.026026026026027,6.437015341819855,,,
26.526526526526528,9.535013064877512,,,
27.027027027027028,12.607143296330891,,,
27.52752752752753,15.617647274073233,,,
28.028028028028032,18.573471062265824,,,
28.528528528528533,21.44991110263349,,,
29.029029029029033,24.248174346573514,,,
29.529529529529533,26.945168460408507,,,
30.030030030030034,29.550989721550476,,,
30.530530530530534,32.033138134550974,,,
31.031031031031034,34.3697674943397,,,
31.531531531531535,36.5856202733081,,,
32.032032032032035,38.65648573761759,,,
32.532532532532535,40.56345396062942,,,
33.033033033033036,42.32569573572675,,,
33.533533533533536,43.906512330958655,,,
34.034034034034036,45.32630305387475,,,
34.53453453453454,46.57126503229799,,,
35.03503503503504,47.635506113131704,,,
35.53553553553554,48.47465495310812,,,
36.03603603603604,49.157654327779795,,,
36.53653653653654,49.62287481487545,,,
37.03703703703704,49.918169571832465,,,
37.53753753753754,49.98555220480473,,,
38.03803803803804,49.8989545256007,,,
38.53853853853854,49.56894770436642,,,
39.03903903903904,49.0763259132603,,,
39.53953953953954,48.37885184080788,,,
40.04004004004004,47.478016446343325,,,
40.54054054054055,46.3827412108429,,,
41.04104104104105,45.13950195957885,,,
41.54154154154155,43.696215348695965,,,
